bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Bag,Age,Deuterium,anom c,year,temp c
5760.0,3167.45,779634.2,774464.6667,-415.1,213.8,2.005,,,,,,
5761.0,3168.0,780253.6,775119.0,-416.8,213.5,1.941,,,,,,
5762.0,3168.55,780893.6,775819.0,-418.2,213.2,1.891,,,,,,
5763.0,3169.1,781550.8,776519.0,-416.5,213.4,1.934,,,,,,
5764.0,3169.65,782193.2,777219.0,-413.6,213.9,2.019,,,,,,
5765.0,3170.2,782809.1,777868.0,-411.4,214.2,2.09,,,,,,
5766.0,3170.75,783404.2,778517.0,-408.2,214.8,2.198,,,,,,
5767.0,3171.3,783970.2,779166.0,-406.6,215.0,2.257,,,,,,
5768.0,3171.85,784521.7,779781.6667,-406.7,215.0,2.254,,,,,,
5769.0,3172.4,785073.8,780397.3333,-406.6,215.0,2.259,,,,,,
5770.0,3172.95,785625.0,781013.0,-404.6,215.4,2.334,,,,,,
5771.0,3173.5,786158.7,781611.6667,-403.6,215.5,2.372,,,,,,
5772.0,3174.05,786684.0,782210.3333,-403.4,215.6,2.381,,,,,,
5773.0,3174.6,787207.4,782809.0,-403.6,215.5,2.375,,,,,,
5774.0,3175.15,787732.1,783417.3333,-404.8,215.3,2.332,,,,,,
5775.0,3175.7,788266.9,784025.6667,-404.2,215.5,2.358,,,,,,
5776.0,3176.25,788795.9,784634.0,-401.5,215.9,2.459,,,,,,
5777.0,3176.8,789303.2,785222.0,-402.7,215.7,2.419,,,,,,
5778.0,3177.35,789819.2,785810.0,-400.9,216.0,2.489,,,,,,
5779.0,3177.9,790320.5,786398.0,-400.5,216.1,2.511,,,,,,
5780.0,3178.45,790817.8,786952.0,-397.0,216.7,2.655,,,,,,
5781.0,3179.0,791288.1,787506.0,-396.3,216.8,2.69,,,,,,
5782.0,3179.55,791752.5,788060.0,-396.1,216.9,2.705,,,,,,
5783.0,3180.1,792214.4,788586.3333,-392.7,217.4,2.85,,,,,,
5784.0,3180.65,792652.8,789112.6667,-395.3,217.0,2.739,,,,,,
5785.0,3181.2,793109.2,789639.0,-399.8,216.3,2.552,,,,,,
5786.0,3181.75,793599.1,790231.3333,-403.3,215.7,2.415,,,,,,
5787.0,3182.3,794117.0,790823.6667,-404.4,215.5,2.371,,,,,,
5788.0,3182.85,794644.6,791416.0,-407.2,215.1,2.27,,,,,,
5789.0,3183.4,795195.6,792083.0,-410.7,214.5,2.152,,,,,,
5790.0,3183.95,795777.1,792750.0,-414.0,214.0,2.038,,,,,,
5791.0,3184.5,796391.3,793417.0,-418.6,213.2,1.898,,,,,,
5792.0,3185.05,797050.9,794190.6667,-421.8,212.7,1.805,,,,,,
5793.0,3185.6,797744.7,794964.3333,-423.5,212.5,1.758,,,,,,
5794.0,3186.15,798456.8,795738.0,-427.1,211.9,1.659,,,,,,
5795.0,3186.7,799211.9,796644.3333,-432.0,211.1,1.535,,,,,,
5796.0,3187.25,800028.2,797550.6667,-437.3,210.2,1.408,,,,,,
5797.0,3187.8,800918.2,798457.0,-439.0,209.9,1.37,,,,,,
5798.0,3188.35,801833.2,799500.6667,-441.1,209.6,1.324,,,,,,
5799.0,3188.9,802779.6,800544.3333,-440.6,209.6,1.335,,,,,,
5800.0,3189.45,803718.9,801588.0,-440.9,209.6,1.329,,,,,,
5801.0,3190.0,804662.5,802636.6667,-438.7,210.0,1.376,,,,,,
5802.0,3190.55,805574.1,803685.3333,-440.7,209.6,1.333,,,,,,
5803.0,3191.1,806515.2,804734.0,-440.1,209.7,1.345,,,,,,
5804.0,3191.65,807447.6,805803.0,-442.5,209.3,1.295,,,,,,
5805.0,3192.2,808416.7,806872.0,-440.1,209.7,1.347,,,,,,
5806.0,3192.75,809348.4,807941.0,-434.5,210.7,1.47,,,,,,
5807.0,3193.3,810202.4,809010.0,-436.7,210.3,1.422,,,,,,
5808.0,3193.85,811085.2,810079.0,-435.4,210.5,1.452,,,,,,
5809.0,3194.4,811949.6,811148.0,-433.1,210.9,1.506,,,,,,
5810.0,3194.95,812783.5,812217.0,-432.4,211.0,1.524,,,,,,
5811.0,3195.5,813607.6,813286.0,-431.7,211.1,1.541,,,,,,
5812.0,3196.05,814422.8,814355.0,-431.0,211.2,1.558,,,,,,
5813.0,3196.6,815229.1,815424.0,-431.2,211.2,1.553,,,,,,
5814.0,3197.15,816037.8,816493.0,-433.1,210.9,1.507,,,,,,
5815.0,3197.7,816871.6,817562.0,-432.2,211.0,1.529,,,,,,
5816.0,3198.25,817693.6,818631.0,-431.4,211.2,1.548,,,,,,
5817.0,3198.8,818505.5,819700.0,-430.3,211.3,1.576,,,,,,
5818.0,3199.35,819303.1,820769.0,-429.8,211.4,1.589,,,,,,
5819.0,3199.9,820093.9,821838.0,-430.0,211.4,1.583,,,,,,
,0,,,,,,1,-50.00000,,,,
,0.55,,,,,,2,-43.54769,,,,
,1.1,,,,,,3,-37.41829,,,,
,1.65,,,,,,4,-31.61153,,,,
,2.2,,,,,,5,-24.51395,,,,
,2.75,,,,,,6,-17.73776,,,,
,3.3,,,,,,7,-10.95945,,,,
,3.85,,,,,,8,-3.20879,,,,
,4.4,,,,,,9,5.48176,,,,
,4.95,,,,,,10,13.52038,,,,
,5.5,,,,,,11,22.21633,,,,
,6.05,,,,,,12,30.60813,,,,
,6.6,,,,,,13,38.37379,-390.9,0.88,,
,7.15,,,,,,14,46.81203,-385.1,1.84,,
,7.7,,,,,,15,55.05624,-377.8,3.04,,
,8.25,,,,,,16,64.41511,-394.1,0.35,,
,8.8,,,,,,17,73.15077,-398.7,-0.42,,
,9.35,,,,,,18,81.93244,-395.9,0.05,,
,9.9,,,,,,19,90.75925,-395.9,0.05,,
,10.45,,,,,,20,99.97031,-399.3,-0.52,,
,11,,,,,,21,109.88879,-391.4,0.79,,
,11.55,,,,,,22,119.25888,-399.5,-0.55,,
,12.1,,,,,,23,129.40378,-402.9,-1.11,,
,12.65,,,,,,24,139.93889,-393.9,0.38,,
,13.2,,,,,,25,150.10205,-398.6,-0.40,,
,13.75,,,,,,26,160.58005,-389.8,1.05,,
,14.3,,,,,,27,171.01834,-394.5,0.28,,
,14.85,,,,,,28,181.44466,-400.5,-0.72,,
,15.4,,,,,,29,191.48283,-403.6,-1.23,,
,15.95,,,,,,30,201.87233,-393.1,0.51,,
,16.5,,,,,,31,212.18626,-410.9,-2.44,,
,17.05,,,,,,32,223.16292,-393.6,0.42,,
,17.6,,,,,,33,233.73909,-391.1,0.84,,
,18.15,,,,,,34,244.64073,-391.9,0.71,,
,18.7,,,,,,35,255.49973,-396.3,-0.02,,
,19.25,,,,,,36,266.61209,-397,-0.14,,
,19.8,,,,,,37,277.77097,-404.7,-1.41,,
,20.35,,,,,,38,289.25006,-398.2,-0.34,,
,20.9,,,,,,39,301.04303,-395.2,0.16,,
,21.45,,,,,,40,312.44177,-403.5,-1.22,,
,22,,,,,,41,323.85452,-398.6,-0.41,,
,22.55,,,,,,42,335.57825,-399.7,-0.59,,
,23.1,,,,,,43,346.88129,-396,0.03,,
,23.65,,,,,,44,358.50821,-400.2,-0.67,,
,24.2,,,,,,45,370.90112,-401.6,-0.90,,
,24.75,,,,,,46,382.87436,-405.4,-1.53,,
,25.3,,,,,,47,395.18558,-399,-0.47,,
,25.85,,,,,,48,407.46558,-396.9,-0.12,,
,26.4,,,,,,49,418.75491,-394.9,0.21,,
,26.95,,,,,,50,430.39774,-406.6,-1.73,,
,27.5,,,,,,51,442.40918,-395.2,0.16,,
,28.05,,,,,,52,454.09915,-395.3,0.14,,
,28.6,,,,,,53,466.12518,-399.5,-0.56,,
,29.15,,,,,,54,478.21433,-401,-0.80,,
,29.7,,,,,,55,490.39719,-393.6,0.42,,
,30.25,,,,,,56,503.05731,-410.4,-2.36,,
,30.8,,,,,,57,515.65100,-401.3,-0.85,,
,31.35,,,,,,58,528.76422,-398.3,-0.36,,
,31.9,,,,,,59,541.60858,-388.5,1.26,,
,32.45,,,,,,60,554.93121,-391.9,0.70,,
,33,,,,,,61,567.75421,-400.8,-0.77,,
,33.55,,,,,,62,580.59985,-387.7,1.40,,
,34.1,,,,,,63,593.51135,-401.4,-0.87,,
,34.65,,,,,,64,606.47388,-401,-0.81,,
,35.2,,,,,,65,619.46606,-387.3,1.46,,
,35.75,,,,,,66,632.04871,-390.2,0.98,,
,36.3,,,,,,67,644.98712,-394.5,0.27,,
,36.85,,,,,,68,658.25757,-401.9,-0.96,,
,37.4,,,,,,69,672.12836,-399.8,-0.61,,
,37.95,,,,,,70,686.65106,-399.9,-0.63,,
,38.5,,,,,,71,700.67932,-399.1,-0.49,,
,39.05,,,,,,72,715.02704,-401.9,-0.96,,
,39.6,,,,,,73,729.27771,-404.8,-1.44,,
,40.15,,,,,,74,744.23865,-401.6,-0.91,,
,40.7,,,,,,75,758.74341,-396.7,-0.10,,
,41.25,,,,,,76,772.40747,-397.1,-0.16,,
,41.8,,,,,,77,785.83618,-394.2,0.32,,
,42.35,,,,,,78,798.90051,-395.9,0.03,,
,42.9,,,,,,79,812.30737,-392.7,0.56,,
,43.45,,,,,,80,824.81067,-390.4,0.94,,
,44,,,,,,81,837.10004,-389,1.17,,
,44.55,,,,,,82,849.37903,-387,1.50,,
,45.1,,,,,,83,861.96991,-402.3,-1.03,,
,45.65,,,,,,84,875.36835,-392.5,0.59,,
,46.2,,,,,,85,889.09241,-404.6,-1.41,,
,46.75,,,,,,86,903.16620,-390.5,0.92,,
,47.3,,,,,,87,917.33173,-402.3,-1.03,,
,47.85,,,,,,88,931.97516,-400.1,-0.67,,
,48.4,,,,,,89,946.98193,-399.4,-0.55,,
,48.95,,,,,,90,961.22705,-400.6,-0.75,,
,49.5,,,,,,91,975.76489,-393.8,0.38,,
,50.05,,,,,,92,990.15808,-398.5,-0.40,,
,50.6,,,,,,93,1004.54004,-398.7,-0.44,,
,51.15,,,,,,94,1018.78510,-401.8,-0.95,,
,51.7,,,,,,95,1032.38147,-395.2,0.14,,
,52.25,,,,,,96,1046.66455,-390.1,0.99,,
,52.8,,,,,,97,1060.58911,-393.9,0.36,,
,53.35,,,,,,98,1074.79602,-400.6,-0.75,,
,53.9,,,,,,99,1089.07690,-400.9,-0.80,,
,54.45,,,,,,100,1103.70520,-391.7,0.72,,
,55,,,,,,101,1118.15979,-399.3,-0.54,,
,55.55,,,,,,102,1132.65186,-386.7,1.55,,
,56.1,,,,,,103,1146.79089,-401.5,-0.90,,
,56.65,,,,,,104,1160.92249,-398.1,-0.34,,
,57.2,,,,,,105,1174.39355,-390.4,0.93,,
,57.75,,,,,,106,1188.11206,-389.8,1.03,,
,58.3,,,,,,107,1201.49829,-390.7,0.88,,
,58.85,,,,,,108,1215.03625,-399.3,-0.54,,
,59.4,,,,,,109,1229.32214,-392.5,0.58,,
,59.95,,,,,,110,1243.60388,-393.8,0.37,,
,60.5,,,,,,111,1258.22241,-394.4,0.27,,
,61.05,,,,,,112,1272.59155,-397,-0.16,,
,61.6,,,,,,113,1286.97961,-397.8,-0.30,,
,62.15,,,,,,114,1301.70935,-388.6,1.23,,
,62.7,,,,,,115,1315.86951,-394.7,0.22,,
,63.25,,,,,,116,1330.45410,-390.6,0.89,,
,63.8,,,,,,117,1344.70923,-397,-0.17,,
,64.35,,,,,,118,1358.62170,-386.6,1.55,,
,64.9,,,,,,119,1372.61572,-390.6,0.89,,
,65.45,,,,,,120,1386.61511,-397,-0.17,,
,66,,,,,,121,1400.62073,-396.1,-0.02,,
,66.55,,,,,,122,1415.92065,-398.9,-0.48,,
,67.1,,,,,,123,1431.90051,-400.2,-0.70,,
,67.65,,,,,,124,1447.89026,-398.7,-0.45,,
,68.2,,,,,,125,1463.26855,-389.7,1.04,,
,68.75,,,,,,126,1478.73511,-401.6,-0.93,,
,69.3,,,,,,127,1494.21582,-397.9,-0.32,,
,69.85,,,,,,128,1509.67847,-399.2,-0.54,,
,70.4,,,,,,129,1525.08606,-397.6,-0.27,,
,70.95,,,,,,130,1540.51196,-390.5,0.90,,
,71.5,,,,,,131,1556.33752,-401.5,-0.92,,
,72.05,,,,,,132,1571.98694,-395.7,0.04,,
,72.6,,,,,,133,1588.01611,-394.5,0.24,,
,73.15,,,,,,134,1604.08252,-402.9,-1.15,,
,73.7,,,,,,135,1620.57983,-401,-0.84,,
,74.25,,,,,,136,1637.10657,-391.5,0.73,,
,74.8,,,,,,137,1654.01477,-403.4,-1.24,,
,75.35,,,,,,138,1670.17859,-393.4,0.42,,
,75.9,,,,,,139,1686.01746,-393.8,0.35,,
,76.45,,,,,,140,1702.25342,-400.8,-0.81,,
,77,,,,,,141,1719.76782,-399.3,-0.56,,
,77.55,,,,,,142,1736.97498,-396.6,-0.11,,
,78.1,,,,,,143,1754.16895,-395.3,0.10,,
,78.65,,,,,,144,1770.60083,-392.6,0.55,,
,79.2,,,,,,145,1787.40186,-404.4,-1.41,,
,79.75,,,,,,146,1804.23096,-394.4,0.25,,
,80.3,,,,,,147,1821.97449,-402.2,-1.04,,
,80.85,,,,,,148,1839.34473,-401.9,-0.99,,
,81.4,,,,,,149,1856.49829,-393.8,0.35,,
,81.95,,,,,,150,1872.56653,-402.3,-1.06,,
,82.5,,,,,,151,1888.98816,-385.1,1.79,,
,83.05,,,,,,152,1905.45862,-395.9,0.00,,
,83.6,,,,,,153,1922.01160,-395.8,0.01,,
,84.15,,,,,,154,1938.20874,-398.2,-0.38,,
,84.7,,,,,,155,1955.51404,-394.8,0.18,,
,85.25,,,,,,156,1972.75623,-397.7,-0.30,,
,85.8,,,,,,157,1990.00256,-400.3,-0.73,,
,86.35,,,,,,158,2007.35229,-402.4,-1.08,,
,86.9,,,,,,159,2025.23914,-396,-0.02,,
,87.45,,,,,,160,2043.51099,-401.4,-0.92,,
,88,,,,,,161,2060.98633,-386.1,1.62,,
,88.55,,,,,,162,2078.09888,-400.1,-0.70,,
,89.1,,,,,,163,2095.21533,-400.3,-0.74,,
,89.65,,,,,,164,2112.52783,-393.2,0.44,,
,90.2,,,,,,165,2129.74927,-399.7,-0.64,,
,90.75,,,,,,166,2147.34131,-397.9,-0.34,,
,91.3,,,,,,167,2165.32129,-402,-1.02,,
,91.85,,,,,,168,2183.99536,-398.7,-0.48,,
,92.4,,,,,,169,2202.29272,-398.6,-0.46,,
,92.95,,,,,,170,2219.39380,0.20,,,
,93.5,,,,,,171,2236.56470,-390.6,0.86,,
,94.05,,,,,,172,2253.38916,-394,0.30,,
,94.6,,,,,,173,2270.87402,-397.9,-0.35,,
,95.15,,,,,,174,2288.77588,-394.8,0.17,,
,95.7,,,,,,175,2306.32422,-408.2,-2.05,,
,96.25,,,,,,176,2326.60645,-404.3,-1.41,,
,96.8,,,,,,177,2346.90186,-399.6,-0.63,,
,97.35,,,,,,178,2366.62476,-400.8,-0.83,,
,97.9,,,,,,179,2385.38379,-401.5,-0.94,,
,98.45,,,,,,180,2404.53833,-407.7,-1.97,,
,99,,,,,,181,2423.79980,-400.5,-0.78,,
,99.55,,,,,,182,2443.08032,-395.8,0.00,,
,100.1,,,,,,183,2462.51489,-399.7,-0.65,,
,100.65,,,,,,184,2480.89111,-399.6,-0.63,,
,101.2,,,,,,185,2499.64697,-394.8,0.16,,
,101.75,,,,,,186,2517.80176,-398.5,-0.45,,
,102.3,,,,,,187,2535.12402,-390.2,0.92,,
,102.85,,,,,,188,2552.80396,-396.4,-0.11,,
,103.4,,,,,,189,2570.83887,-392.7,0.51,,
,103.95,,,,,,190,2589.01855,-400.4,-0.77,,
,104.5,,,,,,191,2607.20264,-393.5,0.37,,
,105.05,,,,,,192,2624.53931,-390.6,0.85,,
,105.6,,,,,,193,2641.80493,-395.2,0.09,,
,106.15,,,,,,194,2659.10327,-396.9,-0.19,,
,106.7,,,,,,195,2678.04224,-399.1,-0.56,,
,107.25,,,,,,196,2696.61401,-396.9,-0.20,,
,107.8,,,,,,197,2714.85034,-401,-0.88,,
,108.35,,,,,,198,2732.72070,-387.9,1.29,,
,108.9,,,,,,199,2750.24463,-390.3,0.89,,
,109.45,,,,,,200,2767.45288,-390.8,0.81,,
,110,,,,,,201,2784.27979,-390.2,0.91,,
,110.55,,,,,,202,2801.44702,-395.6,0.01,,
,111.1,,,,,,203,2818.38721,-387.7,1.32,,
,111.65,,,,,,204,2835.10181,-388.9,1.12,,
,112.2,,,,,,205,2851.81982,-388.9,1.12,,
,112.75,,,,,,206,2869.81689,-395.4,0.04,,
,113.3,,,,,,207,2888.01172,-399.5,-0.64,,
,113.85,,,,,,208,2906.21045,-401.7,-1.00,,
,114.4,,,,,,209,2924.22363,-392.2,0.57,,
,114.95,,,,,,210,2942.89673,-393.9,0.29,,
,115.5,,,,,,211,2961.21436,-397.7,-0.34,,
,116.05,,,,,,212,2980.44849,-401.1,-0.91,,
,116.6,,,,,,213,2999.69360,-395.7,-0.01,,
,117.15,,,,,,214,3018.71484,-398.7,-0.51,,
,117.7,,,,,,215,3037.35205,-395,0.10,,
,118.25,,,,,,216,3055.99341,-394.7,0.15,,
,118.8,,,,,,217,3074.13501,-395.8,-0.03,,
,119.35,,,,,,218,3092.03613,-391.8,0.63,,
,119.9,,,,,,219,3110.29199,0.95,,,
,120.45,,,,,,220,3128.50830,-387.9,1.27,,
,121,,,,,,221,3146.72217,-404.4,-1.46,,
,121.55,,,,,,222,3165.27637,-401.1,-0.91,,
,122.1,,,,,,223,3185.72290,-403.4,-1.30,,
,122.65,,,,,,224,3206.56641,-391.8,0.62,,
,123.2,,,,,,225,3226.76880,-400.5,-0.82,,
,123.75,,,,,,226,3246.86279,-406.2,-1.76,,
,124.3,,,,,,227,3267.21094,-392.7,0.47,,
,124.85,,,,,,228,3286.70679,-400,-0.74,,
,125.4,,,,,,229,3306.58130,-401.9,-1.05,,
,125.95,,,,,,230,3325.90356,-391.3,0.70,,
,126.5,,,,,,231,3345.50293,-399.8,-0.71,,
,127.05,,,,,,232,3365.14771,-404.2,-1.44,,
,127.6,,,,,,233,3385.10962,-395.6,-0.01,,
,128.15,,,,,,234,3405.45874,-397.2,-0.28,,
,128.7,,,,,,235,3425.45044,-398.2,-0.44,,
,129.25,,,,,,236,3445.16016,-396.6,-0.18,,
,129.8,,,,,,237,3464.87329,-395.6,-0.02,,
,130.35,,,,,,238,3483.79248,-392.7,0.46,,
,130.9,,,,,,239,3503.07251,-401.8,-1.04,,
,131.45,,,,,,240,3522.05103,-387.3,1.35,,
,132,,,,,,241,3540.56226,-394.6,0.15,,
,132.55,,,,,,242,3559.07617,-397.2,-0.29,,
,133.1,,,,,,243,3578.32837,-394.5,0.16,,
,133.65,,,,,,244,3598.29468,-399.5,-0.67,,
,134.2,,,,,,245,3617.72217,-389.9,0.92,,
,134.75,,,,,,246,3635.78711,-390.8,0.77,,
,135.3,,,,,,247,3653.85449,-394.4,0.17,,
,135.85,,,,,,248,3672.00122,-391.7,0.62,,
,136.4,,,,,,249,3690.64551,-389.2,1.03,,
,136.95,,,,,,250,3708.94678,-401.6,-1.02,,
,137.5,,,,,,251,3727.10010,-387.2,1.36,,
,138.05,,,,,,252,3745.50146,-387.8,1.26,,
,138.6,,,,,,253,3763.56421,-404.9,-1.57,,
,139.15,,,,,,254,3782.98560,-388.9,1.07,,
,139.7,,,,,,255,3802.25000,-394.9,0.08,,
,140.25,,,,,,256,3821.60449,-393.8,0.26,,
,140.8,,,,,,257,3841.62109,-399.6,-0.70,,
,141.35,,,,,,258,3861.26953,-400.9,-0.92,,
,141.9,,,,,,259,3880.94751,-391,0.72,,
,142.45,,,,,,260,3900.47876,-396.1,-0.12,,
,143,,,,,,261,3919.72363,-398.5,-0.52,,
,143.55,,,,,,262,3939.89600,-396.5,-0.19,,
,144.1,,,,,,263,3960.07056,-397.8,-0.41,,
,144.65,,,,,,264,3979.64185,-392.9,0.40,,
,145.2,,,,,,265,3999.41675,-398.7,-0.56,,
,145.75,,,,,,266,4019.15869,-398.9,-0.59,,
,146.3,,,,,,267,4037.86060,-390.6,0.78,,
,146.85,,,,,,268,4056.91699,-390.4,0.81,,
,147.4,,,,,,269,4076.09180,-402.3,-1.16,,
,147.95,,,,,,270,4095.42676,-389.9,0.89,,
,148.5,,,,,,271,4114.76318,-390.3,0.82,,
,149.05,,,,,,272,4134.00732,-398.8,-0.59,,
,149.6,,,,,,273,4153.67773,-397.8,-0.42,,
,150.15,,,,,,274,4173.31543,-394.9,0.06,,
,150.7,,,,,,275,4192.83838,-392.2,0.50,,
,151.25,,,,,,276,4212.36182,-404.7,-1.57,,
,151.8,,,,,,277,4231.44238,-391.2,0.67,,
,152.35,,,,,,278,4250.30615,-387.3,1.31,,
,152.9,,,,,,279,4269.17041,-396.4,-0.20,,
,153.45,,,,,,280,4288.05469,-387,1.36,,
,154,,,,,,281,4306.93359,-398.1,-0.48,,
,154.55,,,,,,282,4326.36182,-401.4,-1.03,,
,155.1,,,,,,283,4346.73633,-395.2,0.00,,
,155.65,,,,,,284,4367.11133,-393.4,0.29,,
,156.2,,,,,,285,4386.60889,-394.9,0.04,,
,156.75,,,,,,286,4406.00635,-397.1,-0.32,,
,157.3,,,,,,287,4425.51172,-400.6,-0.90,,
,157.85,,,,,,288,4445.25098,-393,0.35,,
,158.4,,,,,,289,4464.99072,-387.1,1.33,,
,158.95,,,,,,290,4483.77734,-397.5,-0.39,,
,159.5,,,,,,291,4502.65186,-390.4,0.78,,
,160.05,,,,,,292,4521.39404,-399.3,-0.70,,
,160.6,,,,,,293,4541.82617,-397.5,-0.40,,
,161.15,,,,,,294,4562.25830,-399.9,-0.80,,
,161.7,,,,,,295,4582.21631,-395,0.01,,
,162.25,,,,,,296,4601.92871,-394.1,0.16,,
,162.8,,,,,,297,4621.99170,-393.4,0.27,,
,163.35,,,,,,298,4641.60693,-398.4,-0.56,,
,163.9,,,,,,299,4661.22119,-395.1,-0.01,,
,164.45,,,,,,300,4680.94629,-396,-0.16,,
,165,,,,,,301,4701.09961,-397.3,-0.38,,
,165.55,,,,,,302,4720.87256,-389.3,0.94,,
,166.1,,,,,,303,4740.53955,-399.6,-0.76,,
,166.65,,,,,,304,4760.20654,-402.3,-1.21,,
,167.2,,,,,,305,4780.67578,-396.7,-0.28,,
,167.75,,,,,,306,4801.07520,-397.2,-0.37,,
,168.3,,,,,,307,4821.48047,-402,-1.16,,
,168.85,,,,,,308,4842.29346,-396.9,-0.32,,
,169.4,,,,,,309,4862.72705,-390.9,0.67,,
,169.95,,,,,,310,4882.10645,-393.4,0.25,,
,170.5,,,,,,311,4901.39893,-395.9,-0.16,,
,171.05,,,,,,312,4920.32568,-395.1,-0.03,,
,171.6,,,,,,313,4939.11084,-392.7,0.37,,
,172.15,,,,,,314,4958.24121,-389,0.98,,
,172.7,,,,,,315,4977.55811,-397.9,-0.50,,
,173.25,,,,,,316,4997.41162,-398.9,-0.66,,
,173.8,,,,,,317,5017.63135,-396.8,-0.32,,
,174.35,,,,,,318,5037.27734,-396.6,-0.29,,
,174.9,,,,,,319,5056.92090,-392.7,0.36,,
,175.45,,,,,,320,5077.15576,-400.6,-0.95,,
,176,,,,,,321,5097.24316,-396.3,-0.24,,
,176.55,,,,,,322,5117.65625,-395.6,-0.13,,
,177.1,,,,,,323,5136.65674,-393.3,0.25,,
,177.65,,,,,,324,5156.00537,-391.4,0.56,,
,178.2,,,,,,325,5174.81885,-391.3,0.58,,
,178.75,,,,,,326,5193.40039,-393.2,0.26,,
,179.3,,,,,,327,5212.32373,-397.6,-0.47,,
,179.85,,,,,,328,5232.35645,-395.8,-0.17,,
,180.4,,,,,,329,5253.08057,-403.1,-1.38,,
,180.95,,,,,,330,5273.03516,-396.3,-0.26,,
,181.5,,,,,,331,5292.75488,-390.6,0.69,,
,182.05,,,,,,332,5312.11328,-396,-0.21,,
,182.6,,,,,,333,5331.51270,-390.6,0.68,,
,183.15,,,,,,334,5350.51611,-396.3,-0.26,,
,183.7,,,,,,335,5369.94189,-394.5,0.03,,
,184.25,,,,,,336,5389.17773,-391.4,0.54,,
,184.8,,,,,,337,5408.76025,-407.6,-2.14,,
,185.35,,,,,,338,5430.22119,-401.2,-1.08,,
,185.9,,,,,,339,5452.77002,-402.4,-1.28,,
,186.45,,,,,,340,5474.10742,-395,-0.06,,
,187,,,,,,341,5495.14404,-402.5,-1.30,,
,187.55,,,,,,342,5516.06982,-407.9,-2.19,,
,188.1,,,,,,343,5538.56299,-399.6,-0.82,,
,188.65,,,,,,344,5560.64307,-394.6,0.00,,
,189.2,,,,,,345,5579.52490,-387.2,1.23,,
,189.75,,,,,,346,5597.93359,-396.2,-0.26,,
,190.3,,,,,,347,5617.14600,-394,0.10,,
,190.85,,,,,,348,5636.84375,-399.1,-0.75,,
,191.4,,,,,,349,5656.90234,-395.2,-0.10,,
,191.95,,,,,,350,5676.67773,-396,-0.24,,
,192.5,,,,,,351,5696.82275,-400.4,-0.97,,
,193.05,,,,,,352,5716.83252,-391.1,0.57,,
,193.6,,,,,,353,5736.29150,-399.2,-0.77,,
,194.15,,,,,,354,5756.10742,-386.2,1.38,,
,194.7,,,,,,355,5774.45898,-398.9,-0.72,,
,195.25,,,,,,356,5793.03125,-389,0.91,,
,195.8,,,,,,357,5811.41699,-388.4,1.01,,
,196.35,,,,,,358,5830.54785,-400.4,-0.98,,
,196.9,,,,,,359,5849.67529,-392.7,0.29,,
,197.45,,,,,,360,5868.10498,-391,0.57,,
,198,,,,,,361,5886.71680,-392.5,0.32,,
,198.55,,,,,,362,5905.14307,-397.7,-0.54,,
,199.1,,,,,,363,5925.82520,-399.8,-0.89,,
,199.65,,,,,,364,5946.12646,-398.7,-0.71,,
,200.2,,,,,,365,5967.26807,-403.7,-1.54,,
,200.75,,,,,,366,5988.59326,-397.4,-0.50,,
,201.3,,,,,,367,6008.73047,-391.7,0.45,,
,201.85,,,,,,368,6027.92334,-394.5,-0.02,,
,202.4,,,,,,369,6047.11182,-396.8,-0.40,,
,202.95,,,,,,370,6066.76611,-399.2,-0.80,,
,203.5,,,,,,371,6086.92725,-394,0.06,,
,204.05,,,,,,372,6106.67334,-391.4,0.49,,
,204.6,,,,,,373,6126.71484,-403.5,-1.52,,
,205.15,,,,,,374,6146.75195,-389.5,0.80,,
,205.7,,,,,,375,6165.99609,-399.9,-0.93,,
,206.25,,,,,,376,6185.56348,-397.4,-0.51,,
,206.8,,,,,,377,6205.32520,-398.6,-0.71,,
,207.35,,,,,,378,6224.92188,-394.1,0.03,,
,207.9,,,,,,379,6244.90576,-398.4,-0.68,,
,208.45,,,,,,380,6265.25293,-401.7,-1.23,,
,209,,,,,,381,6285.96436,-392.6,0.27,,
,209.55,,,,,,382,6306.17871,-395.4,-0.19,,
,210.1,,,,,,383,6325.78125,-402.1,-1.30,,
,210.65,,,,,,384,6346.05469,-403.6,-1.55,,
,211.2,,,,,,385,6367.22217,-396.5,-0.38,,
,211.75,,,,,,386,6387.99365,-402.5,-1.37,,
,212.3,,,,,,387,6409.05469,-398.8,-0.76,,
,212.85,,,,,,388,6430.11035,-397,-0.47,,
,213.4,,,,,,389,6449.43555,-389.4,0.79,,
,213.95,,,,,,390,6468.30127,-395,-0.14,,
,214.5,,,,,,391,6487.40918,-404.9,-1.78,,
,215.05,,,,,,392,6508.77686,-402.2,-1.34,,
,215.6,,,,,,393,6530.53564,-389.2,0.81,,
,216.15,,,,,,394,6550.47754,-397,-0.48,,
,216.7,,,,,,395,6569.66113,-401.8,-1.27,,
,217.25,,,,,,396,6590.10791,-398.4,-0.71,,
,217.8,,,,,,397,6611.98047,-407.8,-2.27,,
,218.35,,,,,,398,6633.31201,-395.4,-0.22,,
,218.9,,,,,,399,6654.39893,-403.1,-1.50,,
,219.45,,,,,,400,6675.47266,-406.1,-2.00,,
,220,,,,,,401,6695.09766,-390.4,0.60,,
